"url","slug","h1","seriesOrModel","category","currentStatus","mainImage","parameterSource","contentMissing","duplicateRisk","needsSplit","productFamily"
"https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/cqz-type-fully-automatic-online-magnetic-separator/","cqz-type-fully-automatic-online-magnetic-separator","CQZ type fully automatic online magnetic separator","cqz-type-fully-automatic-online-magnetic-separator","Magnetic Separation Equipment","published","/assets/images/source-products/cqz-type-fully-automatic-online-magnetic-separator.jpg","https://cowinmagnet.com/en/products/cqz-type-fully-automatic-online-magnetic-separator","correct product family and working principle; confirmed model/series drawing; application-specific dimensions; approved performance values; verified options and exclusions; reviewer approval","","review","magnetic-filter-or-component"
"https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/ctb-type-semi-countercurrent-wet-selection-machine/","ctb-type-semi-countercurrent-wet-selection-machine","CTB type semi countercurrent wet selection machine","ctb-type-semi-countercurrent-wet-selection-machine","Magnetic Separation Equipment","published","/assets/images/source-products/ctb-type-semi-countercurrent-wet-selection-machine.jpg","https://cowinmagnet.com/en/products/ctb-type-semi-countercurrent-wet-selection-machine","drum diameter and length; tank type; slurry and particle-size range; confirmed model/series drawing; application-specific dimensions; approved performance values; verified options and exclusions; reviewer approval","","review","wet-drum-or-wet-magnetic-separator"
"https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/ctb-wet-semi-countercurrent-magnetic-separator/","ctb-wet-semi-countercurrent-magnetic-separator","CTB wet semi countercurrent magnetic separator","ctb-wet-semi-countercurrent-magnetic-separator","Magnetic Separation Equipment","published","/assets/images/source-products/ctb-wet-semi-countercurrent-magnetic-separator.jpg","https://cowinmagnet.com/en/products/ctb-wet-semi-countercurrent-magnetic-separator","drum diameter and length; tank type; slurry and particle-size range; confirmed model/series drawing; application-specific dimensions; approved performance values; verified options and exclusions; reviewer approval","","review","wet-drum-or-wet-magnetic-separator"
"https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/ctdg-type-permanent-magnet-bulk-dry-magnetic-separator/","ctdg-type-permanent-magnet-bulk-dry-magnetic-separator","CTDG type permanent magnet bulk dry magnetic separator","ctdg-type-permanent-magnet-bulk-dry-magnetic-separator","Magnetic Separation Equipment","published","/assets/images/source-products/ctdg-type-permanent-magnet-bulk-dry-magnetic-separator.jpg","https://cowinmagnet.com/en/products/ctdg-type-permanent-magnet-bulk-dry-magnetic-separator","correct product family and working principle; confirmed model/series drawing; application-specific dimensions; approved performance values; verified options and exclusions; reviewer approval","","review","dry-magnetic-separator"
"https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/ctn-type-full-countercurrent-wet-magnetic-separator/","ctn-type-full-countercurrent-wet-magnetic-separator","CTN type full countercurrent wet magnetic separator","ctn-type-full-countercurrent-wet-magnetic-separator","Magnetic Separation Equipment","published","/assets/images/source-products/ctn-type-full-countercurrent-wet-magnetic-separator.jpg","https://cowinmagnet.com/en/products/ctn-type-full-countercurrent-wet-magnetic-separator","drum diameter and length; tank type; slurry and particle-size range; confirmed model/series drawing; application-specific dimensions; approved performance values; verified options and exclusions; reviewer approval","","review","wet-drum-or-wet-magnetic-separator"
"https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/ctn-type-specialized-magnetic-separator-for-coal-washing/","ctn-type-specialized-magnetic-separator-for-coal-washing","CTN type specialized magnetic separator for coal washing","ctn-type-specialized-magnetic-separator-for-coal-washing","Magnetic Separation Equipment","published","/assets/images/source-products/ctn-type-specialized-magnetic-separator-for-coal-washing.jpg","https://cowinmagnet.com/en/products/ctn-type-specialized-magnetic-separator-for-coal-washing","drum diameter and length; tank type; slurry and particle-size range; confirmed model/series drawing; application-specific dimensions; approved performance values; verified options and exclusions; reviewer approval","","review","wet-drum-or-wet-magnetic-separator"
"https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/ctn-wet-full-countercurrent-magnetic-separator/","ctn-wet-full-countercurrent-magnetic-separator","CTN wet full countercurrent magnetic separator","ctn-wet-full-countercurrent-magnetic-separator","Magnetic Separation Equipment","published","/assets/images/source-products/ctn-wet-full-countercurrent-magnetic-separator.jpg","https://cowinmagnet.com/en/products/ctn-wet-full-countercurrent-magnetic-separator","drum diameter and length; tank type; slurry and particle-size range; confirmed model/series drawing; application-specific dimensions; approved performance values; verified options and exclusions; reviewer approval","","review","wet-drum-or-wet-magnetic-separator"
"https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/ctq-type-roller-automatic-magnetic-separator/","ctq-type-roller-automatic-magnetic-separator","CTQ type roller automatic magnetic separator","ctq-type-roller-automatic-magnetic-separator","Magnetic Separation Equipment","published","/assets/images/source-products/ctq-type-roller-automatic-magnetic-separator.jpg","https://cowinmagnet.com/en/products/ctq-type-roller-automatic-magnetic-separator","correct product family and working principle; confirmed model/series drawing; application-specific dimensions; approved performance values; verified options and exclusions; reviewer approval","","review","dry-magnetic-separator"
"https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/cts-type-downstream-wet-pre-selection-machine/","cts-type-downstream-wet-pre-selection-machine","CTS type downstream wet pre selection machine","cts-type-downstream-wet-pre-selection-machine","Magnetic Separation Equipment","published","/assets/images/source-products/cts-type-downstream-wet-pre-selection-machine.jpg","https://cowinmagnet.com/en/products/cts-type-downstream-wet-pre-selection-machine","drum diameter and length; tank type; slurry and particle-size range; confirmed model/series drawing; application-specific dimensions; approved performance values; verified options and exclusions; reviewer approval","","review","wet-drum-or-wet-magnetic-separator"
"https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/cts-type-wet-co-current-magnetic-separator/","cts-type-wet-co-current-magnetic-separator","CTS type wet co current magnetic separator","cts-type-wet-co-current-magnetic-separator","Magnetic Separation Equipment","published","/assets/images/source-products/cts-type-wet-co-current-magnetic-separator.jpg","https://cowinmagnet.com/en/products/cts-type-wet-co-current-magnetic-separator","drum diameter and length; tank type; slurry and particle-size range; confirmed model/series drawing; application-specific dimensions; approved performance values; verified options and exclusions; reviewer approval","","review","wet-drum-or-wet-magnetic-separator"
"https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/ctz-type-midfield-strong-semi-magnetic-drum/","ctz-type-midfield-strong-semi-magnetic-drum","CTZ type midfield strong semi magnetic drum","ctz-type-midfield-strong-semi-magnetic-drum","Magnetic Separation Equipment","published","/assets/images/source-products/ctz-type-midfield-strong-semi-magnetic-drum.jpg","https://cowinmagnet.com/en/products/ctz-type-midfield-strong-semi-magnetic-drum","drum diameter and length; tank type; slurry and particle-size range; confirmed model/series drawing; application-specific dimensions; approved performance values; verified options and exclusions; reviewer approval","","review","wet-drum-or-wet-magnetic-separator"
"https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/ctzs-type-upward-suction-magnetic-separator/","ctzs-type-upward-suction-magnetic-separator","CTZS type upward suction magnetic separator","ctzs-type-upward-suction-magnetic-separator","Magnetic Separation Equipment","published","/assets/images/source-products/ctzs-type-upward-suction-magnetic-separator.jpg","https://cowinmagnet.com/en/products/ctzs-type-upward-suction-magnetic-separator","drum diameter and length; tank type; slurry and particle-size range; confirmed model/series drawing; application-specific dimensions; approved performance values; verified options and exclusions; reviewer approval","","review","wet-drum-or-wet-magnetic-separator"
"https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/cxj-drum-type-automatic-magnetic-separator/","cxj-drum-type-automatic-magnetic-separator","CXJ drum type automatic magnetic separator","cxj-drum-type-automatic-magnetic-separator","Magnetic Separation Equipment","published","/assets/images/source-products/cxj-drum-type-automatic-magnetic-separator.jpg","https://cowinmagnet.com/en/products/cxj-drum-type-automatic-magnetic-separator","correct product family and working principle; confirmed model/series drawing; application-specific dimensions; approved performance values; verified options and exclusions; reviewer approval","","review","magnetic-filter-or-component"
"https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/dcx-wet-fully-automatic-magnetic-separator/","dcx-wet-fully-automatic-magnetic-separator","DCX wet fully automatic magnetic separator","dcx-wet-fully-automatic-magnetic-separator","Magnetic Separation Equipment","published","/assets/images/source-products/dcx-wet-fully-automatic-magnetic-separator.jpg","https://cowinmagnet.com/en/products/dcx-wet-fully-automatic-magnetic-separator","drum diameter and length; tank type; slurry and particle-size range; confirmed model/series drawing; application-specific dimensions; approved performance values; verified options and exclusions; reviewer approval","","review","wet-drum-or-wet-magnetic-separator"
"https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/dcz-type-dry-fully-automatic-magnetic-separation/","dcz-type-dry-fully-automatic-magnetic-separation","DCZ type dry fully automatic magnetic separation","dcz-type-dry-fully-automatic-magnetic-separation","Magnetic Separation Equipment","published","/assets/images/source-products/dcz-type-dry-fully-automatic-magnetic-separation.jpg","https://cowinmagnet.com/en/products/dcz-type-dry-fully-automatic-magnetic-separation","correct product family and working principle; confirmed model/series drawing; application-specific dimensions; approved performance values; verified options and exclusions; reviewer approval","","review","unclassified-product-family"
"https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/dcz-type-dry-fully-automatic-magnetic-separator/","dcz-type-dry-fully-automatic-magnetic-separator","DCZ type dry fully automatic magnetic separator","dcz-type-dry-fully-automatic-magnetic-separator","Magnetic Separation Equipment","published","/assets/images/source-products/dcz-type-dry-fully-automatic-magnetic-separator.jpg","https://cowinmagnet.com/en/products/dcz-type-dry-fully-automatic-magnetic-separator","correct product family and working principle; confirmed model/series drawing; application-specific dimensions; approved performance values; verified options and exclusions; reviewer approval","","review","unclassified-product-family"
"https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/dhd-type-roller-type-automatic-magnetic-separator/","dhd-type-roller-type-automatic-magnetic-separator","DHD type roller type automatic magnetic separator","dhd-type-roller-type-automatic-magnetic-separator","Magnetic Separation Equipment","published","/assets/images/source-products/dhd-type-roller-type-automatic-magnetic-separator.jpg","https://cowinmagnet.com/en/products/dhd-type-roller-type-automatic-magnetic-separator","correct product family and working principle; confirmed model/series drawing; application-specific dimensions; approved performance values; verified options and exclusions; reviewer approval","","review","dry-magnetic-separator"
"https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/dhj-type-strong-roller-automatic-magnetic-separator/","dhj-type-strong-roller-automatic-magnetic-separator","DHJ type strong roller automatic magnetic separator","dhj-type-strong-roller-automatic-magnetic-separator","Magnetic Separation Equipment","published","/assets/images/source-products/dhj-type-strong-roller-automatic-magnetic-separator.jpg","https://cowinmagnet.com/en/products/dhj-type-strong-roller-automatic-magnetic-separator","correct product family and working principle; confirmed model/series drawing; application-specific dimensions; approved performance values; verified options and exclusions; reviewer approval","","review","dry-magnetic-separator"
"https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/disc-magnetic-separator-for-tailing/","disc-magnetic-separator-for-tailing","Disc Magnetic Separator for Tailing","disc-magnetic-separator-for-tailing","Magnetic Separation Equipment","published","/assets/images/source-products/disc-magnetic-separator-for-tailing.jpg","https://cowinmagnet.com/en/products/disc-magnetic-separator-for-tailing","correct product family and working principle; confirmed model/series drawing; application-specific dimensions; approved performance values; verified options and exclusions; reviewer approval","","review","unclassified-product-family"
"https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/drum-magnet/","drum-magnet","Drum Magnet","drum-magnet","Magnetic Separation Equipment","published","/assets/images/source-products/drum-magnet.jpg","https://cowinmagnet.com/en/products/drum-magnet","correct product family and working principle; confirmed model/series drawing; application-specific dimensions; approved performance values; verified options and exclusions; reviewer approval","","review","unclassified-product-family"
"https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/dry-drum-magnetic-separator/","dry-drum-magnetic-separator","Dry Drum Magnetic Separator","dry-drum-magnetic-separator","Magnetic Separation Equipment","published","/assets/images/source-products/dry-drum-magnetic-separator.jpg","https://cowinmagnet.com/en/products/dry-drum-magnetic-separator","correct product family and working principle; confirmed model/series drawing; application-specific dimensions; approved performance values; verified options and exclusions; reviewer approval","","review","dry-magnetic-separator"
"https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/gls-type-integral-channel-metal-separator/","gls-type-integral-channel-metal-separator","GLS type integral channel metal separator","gls-type-integral-channel-metal-separator","Magnetic Separation Equipment","published","/assets/images/source-products/gls-type-integral-channel-metal-separator.jpg","https://cowinmagnet.com/en/products/gls-type-integral-channel-metal-separator","detection aperture; sensitivity application range; alarm/reject interface; confirmed model/series drawing; application-specific dimensions; approved performance values; verified options and exclusions; reviewer approval","","review","conveyor-metal-detector"
"https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/gtc-wet-plate-magnetic-separator/","gtc-wet-plate-magnetic-separator","GTC wet plate magnetic separator","gtc-wet-plate-magnetic-separator","Magnetic Separation Equipment","published","/assets/images/source-products/gtc-wet-plate-magnetic-separator.jpg","https://cowinmagnet.com/en/products/gtc-wet-plate-magnetic-separator","correct product family and working principle; confirmed model/series drawing; application-specific dimensions; approved performance values; verified options and exclusions; reviewer approval","","review","unclassified-product-family"
"https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/hcg-type-dry-pre-selection-machine/","hcg-type-dry-pre-selection-machine","HCG type dry pre selection machine","hcg-type-dry-pre-selection-machine","Magnetic Separation Equipment","published","/assets/images/source-products/hcg-type-dry-pre-selection-machine.jpg","https://cowinmagnet.com/en/products/hcg-type-dry-pre-selection-machine","correct product family and working principle; confirmed model/series drawing; application-specific dimensions; approved performance values; verified options and exclusions; reviewer approval","","review","dry-magnetic-separator"
"https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/high-frequency-screen/","high-frequency-screen","High Frequency Screen","high-frequency-screen","Magnetic Separation Equipment","published","/assets/images/source-products/high-frequency-screen.jpg","https://cowinmagnet.com/en/products/high-frequency-screen","correct product family and working principle; confirmed model/series drawing; application-specific dimensions; approved performance values; verified options and exclusions; reviewer approval","","review","unclassified-product-family"
"https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/hjlh-type-vertical-ring-high-gradient-magnetic-separation/","hjlh-type-vertical-ring-high-gradient-magnetic-separation","HJLH type vertical ring high gradient magnetic separation","hjlh-type-vertical-ring-high-gradient-magnetic-separation","Magnetic Separation Equipment","published","/assets/images/source-products/hjlh-type-vertical-ring-high-gradient-magnetic-separation.jpg","https://cowinmagnet.com/en/products/hjlh-type-vertical-ring-high-gradient-magnetic-separation","correct product family and working principle; confirmed model/series drawing; application-specific dimensions; approved performance values; verified options and exclusions; reviewer approval","","review","unclassified-product-family"
"https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/hjlh-wet-vertical-ring-high-gradient-magnetic-separator/","hjlh-wet-vertical-ring-high-gradient-magnetic-separator","HJLH wet vertical ring high gradient magnetic separator","hjlh-wet-vertical-ring-high-gradient-magnetic-separator","Magnetic Separation Equipment","published","/assets/images/source-products/hjlh-wet-vertical-ring-high-gradient-magnetic-separator.jpg","https://cowinmagnet.com/en/products/hjlh-wet-vertical-ring-high-gradient-magnetic-separator","correct product family and working principle; confirmed model/series drawing; application-specific dimensions; approved performance values; verified options and exclusions; reviewer approval","","review","unclassified-product-family"
"https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/hjpc-wet-disc-magnetic-separation/","hjpc-wet-disc-magnetic-separation","HJPC wet disc magnetic separation","hjpc-wet-disc-magnetic-separation","Magnetic Separation Equipment","published","/assets/images/source-products/hjpc-wet-disc-magnetic-separation.jpg","https://cowinmagnet.com/en/products/hjpc-wet-disc-magnetic-separation","correct product family and working principle; confirmed model/series drawing; application-specific dimensions; approved performance values; verified options and exclusions; reviewer approval","","review","unclassified-product-family"
"https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/hmdn-coal-washing-special-magnetic-separator/","hmdn-coal-washing-special-magnetic-separator","HMDN coal washing special magnetic separator","hmdn-coal-washing-special-magnetic-separator","Magnetic Separation Equipment","published","/assets/images/source-products/hmdn-coal-washing-special-magnetic-separator.jpg","https://cowinmagnet.com/en/products/hmdn-coal-washing-special-magnetic-separator","correct product family and working principle; confirmed model/series drawing; application-specific dimensions; approved performance values; verified options and exclusions; reviewer approval","","review","unclassified-product-family"
"https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/ljk-type-magnetic-ore-special-iron-remover/","ljk-type-magnetic-ore-special-iron-remover","LJK type magnetic ore special iron remover","ljk-type-magnetic-ore-special-iron-remover","Magnetic Separation Equipment","published","/assets/images/source-products/ljk-type-magnetic-ore-special-iron-remover.jpg","https://cowinmagnet.com/en/products/ljk-type-magnetic-ore-special-iron-remover","correct product family and working principle; confirmed model/series drawing; application-specific dimensions; approved performance values; verified options and exclusions; reviewer approval","","review","unclassified-product-family"
"https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/magnetic-head-pulley/","magnetic-head-pulley","Magnetic Head Pulley","magnetic-head-pulley","Magnetic Separation Equipment","published","/assets/images/source-products/magnetic-head-pulley.jpg","https://cowinmagnet.com/en/products/magnetic-head-pulley","pulley dimensions; magnetic circuit grade; conveyor integration details; confirmed model/series drawing; application-specific dimensions; approved performance values; verified options and exclusions; reviewer approval","","review","magnetic-head-pulley"
"https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/nct-type-concentrated-magnetic-separator/","nct-type-concentrated-magnetic-separator","NCT type concentrated magnetic separator","nct-type-concentrated-magnetic-separator","Magnetic Separation Equipment","published","/assets/images/source-products/nct-type-concentrated-magnetic-separator.jpg","https://cowinmagnet.com/en/products/nct-type-concentrated-magnetic-separator","correct product family and working principle; confirmed model/series drawing; application-specific dimensions; approved performance values; verified options and exclusions; reviewer approval","","review","unclassified-product-family"
"https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/qcg-wet-roller-magnetic-separator/","qcg-wet-roller-magnetic-separator","QCG wet roller magnetic separator","qcg-wet-roller-magnetic-separator","Magnetic Separation Equipment","published","/assets/images/source-products/qcg-wet-roller-magnetic-separator.jpg","https://cowinmagnet.com/en/products/qcg-wet-roller-magnetic-separator","drum diameter and length; tank type; slurry and particle-size range; confirmed model/series drawing; application-specific dimensions; approved performance values; verified options and exclusions; reviewer approval","","review","wet-drum-or-wet-magnetic-separator"
"https://cowinmagnet.co.za/en-za/products/magnetic-separation-equipment/rct-type-fully-magnetic-drum/","rct-type-fully-magnetic-drum","RCT type fully magnetic drum","rct-type-fully-magnetic-drum","Magnetic Separation Equipment","published","/assets/images/source-products/rct-type-fully-magnetic-drum.jpg","https://cowinmagnet.com/en/products/rct-type-fully-magnetic-drum","drum diameter and length; tank type; slurry and particle-size range; confirmed model/series drawing; application-specific dimensions; approved performance values; verified options and exclusions; reviewer approval","","review","wet-drum-or-wet-magnetic-separator"
